--------------------Training--------------------
arch_str :: |lstm_1~0|+|lstm_2~0|none~1|[dropout->linear]
model :: 3B
InferCell(
  info :: nodes=3, inC=1, outC=64, [1<-(I0-L0) | 2<-(I0-L1,I1-L2)], genotype_str: lstm_1~0|lstm_2~0|none~1
  linear_layers: [dropout->linear]
  (layers): ModuleList(
    (0): LSTM(
      (lstm): LSTM(1, 64, batch_first=True)
    )
    (1): LSTM(
      (lstm): LSTM(1, 64, num_layers=2, batch_first=True)
    )
    (2): Zero(C_in=64, C_out=64, stride=1)
  )
  (linear_layers): ModuleList(
    (0): Dropout(p=0.1, inplace=False)
    (1): Linear(in_features=3072, out_features=1, bias=True)
  )
)
tr_params :: epochs = 100, patience = 20, batch_size = 256, window_size = 48, data_size = 100
Model MACs: 3.321M, Model Params: 70.657K
learning rate scheduling :: (optimizer, mode='min', factor=0.1, patience=5, verbose=True)
total_samples :: train_dataset = 2136000, train_dataloader = 2136000
total_samples :: valid_dataset = 283200, valid_dataloader = 283200
Epoch ::  1 || Loss: 0.42260433 || it_count: 8344 || Val Loss: 0.44810932 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 00:07:7.18
Epoch ::  2 || Loss: 0.41930344 || it_count: 8344 || Val Loss: 0.44767119 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 00:14:11.41
Epoch ::  3 || Loss: 0.41907424 || it_count: 8344 || Val Loss: 0.44703933 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 00:21:15.50
Epoch ::  4 || Loss: 0.41864348 || it_count: 8344 || Val Loss: 0.44646618 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 00:28:19.26
Epoch ::  5 || Loss: 0.41840879 || it_count: 8344 || Val Loss: 0.44627725 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 00:35:22.90
Epoch ::  6 || Loss: 0.41820942 || it_count: 8344 || Val Loss: 0.44661354 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 00:42:27.15
Epoch ::  7 || Loss: 0.41807703 || it_count: 8344 || Val Loss: 0.44676312 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 00:49:31.75
Epoch ::  8 || Loss: 0.41757376 || it_count: 8344 || Val Loss: 0.44582558 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 00:56:36.47
Epoch ::  9 || Loss: 0.41739605 || it_count: 8344 || Val Loss: 0.44482596 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 01:03:41.19
Epoch :: 10 || Loss: 0.41713241 || it_count: 8344 || Val Loss: 0.44447334 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 01:10:47.94
Epoch :: 11 || Loss: 0.41665194 || it_count: 8344 || Val Loss: 0.44349504 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 01:17:54.97
Epoch :: 12 || Loss: 0.41626636 || it_count: 8344 || Val Loss: 0.44346264 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 01:25:2.74
Epoch :: 13 || Loss: 0.41632768 || it_count: 8344 || Val Loss: 0.44380203 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 01:32:11.69
Epoch :: 14 || Loss: 0.41605178 || it_count: 8344 || Val Loss: 0.44448505 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 01:39:21.65
Epoch :: 15 || Loss: 0.41586602 || it_count: 8344 || Val Loss: 0.44453631 || Val it_count: 1107 || Current Learning Rate: 0.001 || Time: 01:46:28.96
